Name,Studio,UPC,Price,Category,ESRB,Platform,Released_on,Dimensions,Weight,Cover_image 
 Mass Effect 3 Collector's Edition - Playstation 3,Electronic Arts,0014633169577,19.99,PlayStation 3,Mature,PlayStation 3,3/6/2012,7.8000 x 1.7000,1.2500 lbs.,https://secure.coverart.bookstores.com/large/103/3-58103.jpg
 The Saboteur - Playstation 3,Electronic Arts,0014633190991,19.99,PlayStation 3,Mature,PlayStation 3,12/8/2009,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/142/3-5142.jpg
 Monopoly - Playstation 3,Electronic Arts,0014633191554,29.99,PlayStation 3,Everyone,PlayStation 3,10/20/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/191/3-5191.jpg
 Crysis 2 - Playstation 3,Electronic Arts,0014633192063,14.0,PlayStation 3,Mature,PlayStation 3,3/22/2011,Unknown,0.1000 lbs.,https://secure.coverart.bookstores.com/large/727/3-30727.jpg
 Need for Speed: Shift - Playstation 3,Electronic Arts,0014633192186,29.99,PlayStation 3,Everyone,PlayStation 3,9/15/2009,5.2800 x 0.5500,0.2200 lbs.,https://secure.coverart.bookstores.com/large/261/3-5261.jpg
 Dante's Inferno Divine Edition,Electronic Arts,0014633192216,19.99,PlayStation 3,Mature,PlayStation 3,2/9/2010,5.3000 x 0.6000,0.4000 lbs.,https://secure.coverart.bookstores.com/large/239/3-5239.jpg
 FIFA Soccer 11 - Playstation 3,Electronic Arts,0014633193213,5.99,PlayStation 3,Everyone,PlayStation 3,9/28/2010,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/051/3-30051.jpg
 Madden NFL 11 - PlayStation 2,Electronic Arts,0014633193558,19.99,PlayStation 3,Everyone,PlayStation2,8/10/2010,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/889/3-4889.jpg
 NCAA Football 11 - Playstation 3,Electronic Arts,0014633193589,24.99,PlayStation 3,Everyone,PlayStation 3,7/13/2010,5.3000 x 0.6000,0.0200 lbs.,https://secure.coverart.bookstores.com/large/348/3-5348.jpg
 Tiger Woods PGA Tour 11 - Playstation 3,Electronic Arts,0014633193626,29.99,PlayStation 3,Everyone,PlayStation 3,6/8/2010,5.3000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/347/3-5347.jpg
 NCAA Football 11 - PlayStation 2,Electronic Arts,0014633194760,19.99,PlayStation 3,Everyone,PlayStation2,7/13/2010,Unknown,0.0500 lbs.,https://secure.coverart.bookstores.com/large/895/3-4895.jpg
 Shift 2: Unleashed - Playstation 3,Electronic Arts,0014633194845,19.99,PlayStation 3,Everyone 10+,PlayStation 3,3/29/2011,5.2000 x 0.7000,0.5000 lbs.,https://secure.coverart.bookstores.com/large/778/3-56778.jpg
 NHL 11 - Playstation 3,Electronic Arts,0014633194869,18.99,PlayStation 3,Everyone 10+,PlayStation 3,9/7/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/358/3-5358.jpg
 Fight Night Champion - Playstation 3,Electronic Arts,0014633194937,14.34,PlayStation 3,Mature,PlayStation 3,3/1/2011,5.2800 x 0.6300,0.2000 lbs.,https://secure.coverart.bookstores.com/large/815/3-56815.jpg
 Dragon Age 2 - Playstation 3,Electronic Arts,0014633195002,19.99,PlayStation 3,Mature,PlayStation 3,3/8/2011,Unknown,0.1500 lbs.,https://secure.coverart.bookstores.com/large/137/3-30137.jpg
 Mass Effect 2 - Playstation 3,Electronic Arts,0014633195040,19.99,PlayStation 3,Mature,PlayStation 3,1/18/2011,Unknown,0.1500 lbs.,https://secure.coverart.bookstores.com/large/461/3-30461.jpg
 Dragon Age 2 - Bioware Signature Edition - Playstation 3,Electronic Arts,0014633195286,29.99,PlayStation 3,Mature,PlayStation 3,3/8/2011,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/297/3-50297.jpg
 NCAA Football 12 - Playstation 3,Electronic Arts,0014633195361,29.99,PlayStation 3,Everyone,PlayStation 3,7/12/2011,5.3000 x 0.6000,0.0200 lbs.,https://secure.coverart.bookstores.com/large/103/3-57103.jpg
 Battlefield Bad Company 2 Ultimate Edition - Playstation 3,Electronic Arts,0014633195491,20.09,PlayStation 3,Mature,PlayStation 3,8/31/2010,5.3000 x 0.6000,0.1000 lbs.,https://secure.coverart.bookstores.com/large/368/3-5368.jpg
 NBA Jam - Playstation 3,Electronic Arts,0014633195750,19.99,PlayStation 3,Everyone,PlayStation 3,11/16/2010,Unknown,0.1500 lbs.,https://secure.coverart.bookstores.com/large/783/3-49783.jpg
 Mass Effect 3 - Playstation 3,Electronic Arts,0014633195842,19.99,PlayStation 3,Mature,PlayStation 3,3/6/2012,5.4000 x 0.9000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/830/3-56830.jpg
 FIFA Soccer 12 - Playstation 3,Electronic Arts,0014633196337,1.0,PlayStation 3,Everyone,PlayStation 3,9/27/2011,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/171/3-58171.jpg
 NHL 12 - Playstation 3,Electronic Arts,0014633196412,0.07,PlayStation 3,Everyone 10+,PlayStation 3,9/13/2011,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/168/3-58168.jpg
 Madden NFL 12 - Playstation 3,Electronic Arts,0014633196467,14.63,PlayStation 3,Everyone,PlayStation 3,8/30/2011,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/409/3-58409.jpg
 Tiger Woods PGA TOUR 12: Collectors Edition - Playstation 3,Electronic Arts,0014633196559,29.99,PlayStation 3,Everyone,PlayStation 3,3/29/2011,Unknown,0.1000 lbs.,https://secure.coverart.bookstores.com/large/997/3-146997.jpg
 Battlefield 3 - Playstation 3,Electronic Arts,0014633197280,14.79,PlayStation 3,Mature,PlayStation 3,10/25/2011,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/226/3-106226.jpg
 NCAA Football 13 - PS3,Electronic Arts,0014633197310,29.99,PlayStation 3,Everyone,PlayStation 3,7/10/2012,5.2000 x 0.6000,0.3800 lbs.,https://secure.coverart.bookstores.com/large/841/3-86841.jpg
 Need for Speed: Undercover,Electronic Arts,0014633357332,19.99,PlayStation 3,Teen,PlayStation 3,11/17/2008,5.3000 x 0.6000,0.5000 lbs.,https://secure.coverart.bookstores.com/large/703/3-56703.jpg
 Lord of the Rings: Conquest - Playstation 3,Electronic Arts,0014633357493,19.99,PlayStation 3,Teen,PlayStation 3,1/13/2009,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/190/3-5190.jpg
 Skate 3 - Playstation 3,Electronic Arts,0014633363401,19.99,PlayStation 3,Teen,PlayStation 3,5/11/2010,5.5000 x 0.0500,0.2000 lbs.,https://secure.coverart.bookstores.com/large/327/3-5327.jpg
 Portal 2 - Playstation 3,Valve,0014633365542,29.99,PlayStation 3,Everyone 10+,PlayStation 3,4/19/2011,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/640/3-56640.jpg
 Fatal Frame 2: Crimson Butterfly,Tecmo,0018946010335,39.99,PlayStation 3,Teen,PlayStation2,1/17/2044,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/978/3-3978.jpg
 Ninja Gaiden Sigma,TechnoMarine,0018946010595,29.99,PlayStation 3,Mature,PlayStation 3,8/8/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/194/3-5194.jpg
 Ninja Gaiden Sigma 2 (PS3),TechnoMarine,0018946010625,46.7,PlayStation 3,Mature,PlayStation 3,9/29/2009,5.3000 x 0.5000,0.2600 lbs.,https://secure.coverart.bookstores.com/large/282/3-5282.jpg
 Spyro: Enter the Dragonfly,Vivendi Universal,0020626716475,14.99,PlayStation 3,Everyone,PlayStation2,3/14/2003,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/740/3-3740.jpg
 Buffy the Vampire Slayer: Chaos Bleeds - PlayStation 2,Vivendi Universal,0020626721059,19.99,PlayStation 3,Teen,PlayStation2,8/26/2003,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/891/3-3891.jpg
 The Simpsons Hit & Run,Vivendi Universal,0020626721110,19.99,PlayStation 3,Teen,PlayStation2,3/9/2004,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/894/3-3894.jpg
 Spyro A Hero's Tail - PlayStation 2,Vivendi Universal,0020626721868,14.99,PlayStation 3,Everyone,PlayStation2,6/15/2006,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/027/3-4027.jpg
 Scarface The World Is Yours - PlayStation 2,Vivendi Universal,0020626722810,14.99,PlayStation 3,Mature,PlayStation2,10/6/2006,5.3000 x 0.6000,0.4700 lbs.,https://secure.coverart.bookstores.com/large/219/3-4219.jpg
 F.E.A.R. First Encounter Assault Recon - Playstation 3,Warner Bros,0020626725866,29.99,PlayStation 3,Mature,PlayStation 3,4/24/2007,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/001/3-5001.jpg
 The Legend of Spyro: The Eternal Night,Sierra,0020626726597,14.99,PlayStation 3,Everyone 10+,PlayStation2,10/2/2007,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/663/3-4663.jpg
 PROTOTYPE - Playstation 3,Activision Inc.,0020626727044,28.95,PlayStation 3,Mature,PlayStation 3,6/9/2009,5.2800 x 0.5500,0.2600 lbs.,https://secure.coverart.bookstores.com/large/097/3-5097.jpg
 Legend of Spyro: Dawn of the Dragon - Playstation 3,Activision Inc.,0020626727839,39.99,PlayStation 3,Everyone 10+,PlayStation 3,10/21/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/178/3-5178.jpg
 Lego Star Wars Complete Saga : PlayStation 3,Unknown,0023272330385,1.0,PlayStation 3,Unknown,PlayStation 3,1/16/2038,5.3500 x 0.6300,0.4700 lbs.,https://secure.coverart.bookstores.com/large/060/3-5060.jpg
 Star Wars: The Force Unleashed,LucasArts,0023272332389,19.99,PlayStation 3,Teen,PlayStation 3,9/16/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/061/3-5061.jpg
 Star Wars: The Force Unleashed II - Playstation 3,LucasArts,0023272341343,19.99,PlayStation 3,Teen,PlayStation 3,10/26/2010,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/607/3-56607.jpg
 Star Wars: The Force Unleashed II Collector's Edition - Playstation 3,Lucas Arts Entertainment,0023272343385,49.99,PlayStation 3,Teen,PlayStation 3,10/26/2010,Unknown,0.6000 lbs.,https://secure.coverart.bookstores.com/large/079/3-30079.jpg
 Gauntlet: Dark Legacy,Atari (Games),0031719268504,113.82,PlayStation 3,Teen,PlayStation2,1/17/2044,5.6000 x 0.7000,0.2200 lbs.,https://secure.coverart.bookstores.com/large/468/3-3468.jpg
 Mortal Kombat Deception - PlayStation 2,Warner Bros,0031719269013,12.99,PlayStation 3,Mature,PlayStation2,7/7/2006,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/019/3-4019.jpg
 Mortal Kombat vs. DC Universe - Playstation 3,Midway Entertainment,0031719269297,19.99,PlayStation 3,Teen,PlayStation 3,11/16/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/171/3-5171.jpg
" Mortal Kombat Kollection (Deception, Armageddon, Shaolin Monks) - PlayStation 2",Midway Entertainment,0031719270248,29.99,PlayStation 3,Mature,PlayStation2,9/29/2008,5.4000 x 1.8000,0.8500 lbs.,https://secure.coverart.bookstores.com/large/150/3-9150.jpg
 Stranglehold Collector's Edition (Includes Hard Boiled) - Playstation 3,Midway Entertainment,0031719900916,19.99,PlayStation 3,Mature,PlayStation 3,10/29/2007,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/104/3-9104.jpg
 Dynasty Warriors 5 - PlayStation 2,KOEI Corp,0040198001410,16.99,PlayStation 3,Teen,PlayStation2,3/30/2005,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/220/3-4220.jpg
 Fist of the North Star: Ken's Rage - Playstation 3,TechnoMarine,0040198002103,29.99,PlayStation 3,Mature,PlayStation 3,11/2/2010,Unknown,0.3000 lbs.,https://secure.coverart.bookstores.com/large/407/3-30407.jpg
 UNCHARTED Greatest Hits Dual Pack - Playstation 3,Sony Computer Entertainment,0041114085439,19.99,PlayStation 3,Teen,PlayStation 3,9/6/2011,5.4000 x 1.3000,0.5000 lbs.,https://secure.coverart.bookstores.com/large/758/3-152758.jpg
 Digimon World,Bandai,0045557088583,229.43,PlayStation 3,Teen,PlayStation,1/17/2044,4.9000 x 0.4000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/036/3-3036.jpg
 Digimon World 3,SVG Distribution,0045557180041,1.0,PlayStation 3,Everyone,PlayStation,1/17/2044,Unknown,0.1900 lbs.,https://secure.coverart.bookstores.com/large/191/3-3191.jpg
" .hack, Part 1: Infection",Bandai,0045557180119,89.99,PlayStation 3,Teen,PlayStation2,1/17/2044,5.3000 x 0.3000,0.1000 lbs.,https://secure.coverart.bookstores.com/large/143/3-57143.jpg
" .hack, Part 2: Mutation",Bandai,0045557180126,133.13,PlayStation 3,Teen,PlayStation2,10/24/2042,Unknown,0.4000 lbs.,https://secure.coverart.bookstores.com/large/866/3-3866.jpg
" .hack, Part 3: Outbreak",Bandai,0045557180133,79.99,PlayStation 3,Teen,PlayStation2,1/17/2044,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/888/3-3888.jpg
 Digimon World 4,Bandai,0045557180225,129.99,PlayStation 3,Everyone,PlayStation2,1/17/2044,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/141/3-4141.jpg
 Jurassic: The Hunted - Playstation 3,Activision Inc.,0047875760417,29.99,PlayStation 3,Teen,PlayStation 3,11/3/2009,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/310/3-5310.jpg
 Cabela's Dangerous Hunts 2011 - Playstation 3,Activision Publishing,0047875764330,15.01,PlayStation 3,Teen,PlayStation 3,10/26/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/782/3-49782.jpg
 Apache: Air Assault - Playstation 3,Activision Publishing,0047875764491,39.99,PlayStation 3,Teen,PlayStation 3,11/16/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/778/3-30778.jpg
 NASCAR The Game 2011 - Playstation 3,Activision Publishing,0047875765337,39.99,PlayStation 3,Everyone,PlayStation 3,3/29/2011,5.6000 x 0.7000,0.5000 lbs.,https://secure.coverart.bookstores.com/large/780/3-56780.jpg
 Marvel Ultimate Alliance - Playstation 3,Activision Inc.,0047875814998,59.99,PlayStation 3,Teen,PlayStation 3,11/17/2006,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/994/3-4994.jpg
 Call of Duty 4: Modern Warfare - Playstation 3,Activision Inc.,0047875830813,27.39,PlayStation 3,Mature,PlayStation 3,11/5/2007,5.0400 x 0.5500,0.2200 lbs.,https://secure.coverart.bookstores.com/large/939/3-4939.jpg
 Call of Duty: World at War,Activision,0047875832794,79.99,PlayStation 3,Mature,PlayStation 3,6/6/2038,Unknown,0.4000 lbs.,https://secure.coverart.bookstores.com/large/879/3-146879.jpg
 Spider-Man: Web of Shadows,Activision Inc.,0047875832893,49.99,PlayStation 3,Teen,PlayStation 3,10/21/2008,5.3000 x 0.6000,0.4300 lbs.,https://secure.coverart.bookstores.com/large/173/3-5173.jpg
 Madagascar 2: Escape 2 Africa - Playstation 3,Activision Inc.,0047875833012,39.99,PlayStation 3,Everyone 10+,PlayStation 3,11/4/2008,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/187/3-5187.jpg
 Wolfenstein - Playstation 3,Activision Inc.,0047875833531,39.99,PlayStation 3,Mature,PlayStation 3,8/18/2009,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/208/3-5208.jpg
 Call of Duty 4: Game of the Year Edition (PS3),Activision Inc.,0047875834019,29.99,PlayStation 3,Mature,PlayStation 3,5/6/2008,5.3000 x 0.6000,0.4100 lbs.,https://secure.coverart.bookstores.com/large/155/3-5155.jpg
 Marvel Ultimate Alliance 2 - Playstation 3,Activision Publishing,0047875834552,29.99,PlayStation 3,Teen,PlayStation 3,9/15/2009,5.1000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/263/3-5263.jpg
 X-Men Origins: Wolverine - Uncaged Edition - Playstation 3,Activision Inc.,0047875835993,39.99,PlayStation 3,Mature,PlayStation 3,5/1/2009,5.2800 x 0.5500,0.2200 lbs.,https://secure.coverart.bookstores.com/large/964/3-56964.jpg
 James Bond 007: Blood Stone - Playstation 3,Activision Publishing,0047875837157,29.99,PlayStation 3,Teen,PlayStation 3,11/2/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/384/3-30384.jpg
 Marvel Ultimate Alliance 2 - Playstation 3,Activision Publishing,0047875838413,29.99,PlayStation 3,Teen,PlayStation 3,9/15/2009,5.1000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/684/3-57684.jpg
 Blur - Playstation 3,Activision Inc.,0047875838895,39.99,PlayStation 3,Everyone 10+,PlayStation 3,5/25/2010,5.4000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/289/3-5289.jpg
 How to Train Your Dragon - Playstation 3,Activision Publishing,0047875839007,49.99,PlayStation 3,Everyone 10+,PlayStation 3,3/23/2010,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/341/3-5341.jpg
 Call of Duty: World at War Greatest Hits - Playstation 3,Activision Inc.,0047875839793,23.4,PlayStation 3,Mature,PlayStation 3,11/11/2008,5.3000 x 0.6000,0.1000 lbs.,https://secure.coverart.bookstores.com/large/203/3-58203.jpg
 Call of Duty: Black Ops - Playstation 3,Activision Publishing,0047875840041,18.1,PlayStation 3,Mature,PlayStation 3,11/9/2010,Unknown,0.3500 lbs.,https://secure.coverart.bookstores.com/large/037/3-30037.jpg
 Call of Duty: Black Ops Hardened Edition - Playstation 3,Activision Publishing,0047875840225,79.99,PlayStation 3,Mature,PlayStation 3,11/9/2010,Unknown,0.8500 lbs.,https://secure.coverart.bookstores.com/large/050/3-30050.jpg
 Call of Duty: Modern Warfare 3 - Playstation 3,Activision Inc.,0047875842052,29.99,PlayStation 3,Mature,PlayStation 3,11/8/2011,5.3000 x 0.6000,0.5500 lbs.,https://secure.coverart.bookstores.com/large/100/3-58100.jpg
 Call of Duty: Modern Warfare 3 Hardened Edition,Activision Inc.,0047875842120,69.0,PlayStation 3,Mature,PlayStation 3,11/8/2011,6.4000 x 3.7000,1.5500 lbs.,https://secure.coverart.bookstores.com/large/460/3-58460.jpg
 Guitar Hero Metallica - Playstation 3,Activision Inc.,0047875956933,29.99,PlayStation 3,Teen,PlayStation 3,3/29/2009,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/246/3-5246.jpg
 Guitar Hero Smash Hits - Playstation 3,Activision Inc.,0047875957756,39.99,PlayStation 3,Teen,PlayStation 3,6/16/2009,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/264/3-5264.jpg
 Guitar Hero 5 Stand Alone Software - Playstation 3 (Game only),Activision Inc.,0047875958777,29.99,PlayStation 3,Teen,PlayStation 3,9/1/2009,5.3000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/278/3-5278.jpg
 Guitar Hero: Warriors of Rock Stand-Alone Software - Playstation 3,Activision Publishing,0047875961401,29.99,PlayStation 3,Teen,PlayStation 3,9/28/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/244/3-30244.jpg
 Demon's Souls,Atlus,0069060171297,19.99,PlayStation 3,Mature,PlayStation 3,10/6/2009,5.3000 x 0.6000,0.0200 lbs.,https://secure.coverart.bookstores.com/large/939/3-152939.jpg
 Castlevania: Symphony of the Night,Konami,0083717170037,255.99,PlayStation 3,Teen,PlayStation,1/17/2044,Unknown,0.1500 lbs.,https://secure.coverart.bookstores.com/large/870/3-2870.jpg
 Silent Hill,Konami,0083717170372,1.0,PlayStation 3,Mature,PlayStation,5/8/2040,4.9000 x 0.4000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/793/3-57793.jpg
 Castlevania: Symphony of the Night,Konami,0083717171300,1.0,PlayStation 3,Teen,PlayStation,4/29/2040,5.2000 x 0.3000,0.4000 lbs.,https://secure.coverart.bookstores.com/large/286/3-56286.jpg
 Silent Hill 2,Konami,0083717200253,169.99,PlayStation 3,Mature,PlayStation2,1/17/2044,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/555/3-3555.jpg
 Yu-Gi-Oh! Duelists of the Roses,Konami,0083717200437,1.0,PlayStation 3,Everyone,PlayStation2,1/17/2044,5.4000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/742/3-3742.jpg
 Metal Gear Solid 2:Substance,Konami,0083717200512,89.99,PlayStation 3,Mature,PlayStation2,1/17/2044,Unknown,0.1500 lbs.,https://secure.coverart.bookstores.com/large/815/3-3815.jpg
 Silent Hill 3,Konami,0083717200529,49.99,PlayStation 3,Mature,PlayStation2,1/17/2044,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/820/3-3820.jpg
 Silent Hill 4:  The Room - PlayStation 2,Konami,0083717200826,29.99,PlayStation 3,Mature,PlayStation2,6/15/2006,5.3000 x 0.6000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/056/3-4056.jpg
 Castlevania: Curse of Darkness,Konami,0083717201359,129.99,PlayStation 3,Mature,PlayStation2,1/17/2044,5.3000 x 0.6000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/318/3-4318.jpg
 Suikoden V - PlayStation 2,Konami,0083717201397,29.99,PlayStation 3,Teen,PlayStation2,9/8/2006,5.1000 x 0.7000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/386/3-4386.jpg
 Metal Gear Solid 4: Guns of the Patriots,Konami,0083717201601,19.99,PlayStation 3,Mature,PlayStation 3,6/12/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/679/3-56679.jpg
 Metal Gear Solid 4: Guns of the Patriots,Konami,0083717201748,19.99,PlayStation 3,Mature,PlayStation 3,6/12/2008,5.3000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/987/3-4987.jpg
